,Gene,PA1,PA2,PA3,PA4,PA5,HC06,HC07,HC1,HC15,HC23
6403,LHX5,0,0,0,0,0,0,0,0,0,0
6404,LHX5-AS1,0,0,0,0,0,0,0,0,0,0
6405,LINC01234,0,0,0,0,0,0,0,0,0,0
6406,RBM19,46,1,38,25,44,31,17,12,10,42
6407,TBX5,0,0,2,0,0,0,0,0,0,0
6408,TBX5-AS1,0,0,0,0,0,0,0,0,0,0
6409,TBX3,0,0,1,0,0,0,0,0,0,0
6410,MED13L,2749,2427,1426,12623,13531,13777,12407,14514,6428,12475
6411,MIR620,0,0,1,0,0,0,0,0,0,0
6412,MIR4472-2,0,0,0,0,0,0,0,0,0,0
6413,LINC00173,796,721,404,937,903,938,607,1302,838,1233
6414,MAP1LC3B2,205,203,167,141,114,119,126,121,115,127
6415,C12orf49,169,157,428,228,304,372,237,379,290,402
6416,RNFT2,23,0,23,4,0,1,1,2,5,2
6417,HRK,26,0,151,15,6,5,2,3,19,14
6418,FBXW8,38,18,63,88,36,55,39,45,26,75
6419,LOC100506551,96,100,246,24,17,26,17,18,25,19
6420,TESC,59,91,165,171,161,203,194,274,289,166
6421,TESC-AS1,0,0,0,0,0,0,0,0,0,0
6422,FBXO21,59,0,37,28,46,73,41,47,19,79
6423,NOS1,0,0,0,0,0,0,0,0,0,0
6424,KSR2,0,0,0,0,0,0,0,0,0,0
6425,RFC5,137,68,230,155,204,218,166,206,174,301
6426,WSB2,1416,933,1722,971,1794,1586,1569,1631,2059,1884
6427,VSIG10,350,160,498,175,164,104,94,131,192,183
6428,PEBP1,81,0,79,26,51,61,19,7,29,73
6429,TAOK3,2153,2650,2748,5010,4990,5368,5910,5975,5263,6787
6430,SUDS3,1726,1576,1774,2187,2586,2266,1686,2259,1632,2376
6431,SRRM4,0,0,0,0,0,0,0,0,0,0
6432,HSPB8,0,0,0,0,0,0,0,0,0,1
6433,LINC00934,0,0,0,0,0,0,0,0,0,0
6434,CCDC60,0,0,0,0,0,0,0,0,0,0
6435,TMEM233,0,0,0,0,0,0,0,0,0,0
6436,PRKAB1,672,576,942,686,820,1137,1088,952,971,1070
6437,CIT,22,15,4,8,12,3,12,3,6,10
6438,MIR1178,0,0,0,0,0,0,0,0,0,0
6439,CCDC64,9,1,7,17,27,21,21,11,28,34
6440,RAB35,639,737,368,4458,4678,6016,5414,5683,4295,6051
6441,GCN1,70,108,56,141,250,295,168,246,94,338
6442,MIR4498,0,0,0,0,0,0,0,0,0,0
6443,RPLP0,527,391,502,421,827,1031,318,258,389,1077
6444,PXN-AS1,18,38,5,303,229,113,157,194,75,172
6445,PXN,10058,16263,5457,36279,37464,43655,48068,50343,40494,42983
6446,RNU4-2,4,0,9,0,1,1,1,0,1,3
6447,RNU4-1,0,7,1,0,0,1,0,0,0,0
6448,SIRT4,0,0,0,1,0,1,0,0,0,2
6449,PLA2G1B,0,0,0,0,0,0,0,0,0,0
6450,MSI1,1,0,0,0,0,0,0,0,0,0
6451,COX6A1,8655,13548,13790,1694,1728,2453,2216,1967,3477,2527
6452,TRIAP1,50,68,83,5,27,18,13,11,16,35
6453,GATC,84,89,178,245,303,340,338,317,249,436
6454,SRSF9,271,475,422,1129,951,1424,1275,1119,1105,1402
6455,DYNLL1,275,924,903,217,245,303,318,303,375,645
6456,NRAV,0,0,0,1,5,8,0,2,1,2
6457,COQ5,87,13,88,28,47,44,79,31,25,47
6458,RNF10,2803,5072,2929,9366,6992,8548,12778,8945,7224,8252
6459,POP5,134,133,46,49,40,23,37,13,19,31
6460,CABP1,0,0,0,2,0,0,2,0,0,2
6461,MLEC,145,270,184,269,394,756,400,623,313,737
6462,UNC119B,125,165,32,229,274,492,284,484,260,606
6463,MIR4700,0,0,0,0,0,0,0,0,0,0
6464,ACADS,45,0,67,41,33,54,35,38,71,70
6465,SPPL3,556,940,228,1102,1287,1597,1481,1444,1586,1983
6466,XLOC_009911,0,0,7,0,0,0,1,2,0,4
6467,HNF1A-AS1,0,0,1,3,4,2,1,2,3,1
6468,HNF1A,0,0,1,3,1,2,3,2,1,7
6469,C12orf43,40,0,48,29,45,96,46,63,59,114
6470,OASL,10272,2702,12360,1426,988,1675,1098,1419,1472,1517
6471,P2RX7,9,0,56,16,58,31,3,8,5,15
6472,P2RX4,65,176,94,72,107,123,70,43,57,142
6473,CAMKK2,1832,2711,2084,6751,5080,7275,7884,7815,7106,7191
6474,ANAPC5,714,934,921,671,836,1108,849,948,977,1561
6475,RNF34,2065,1349,2016,904,931,1282,961,1435,1461,1119
6476,KDM2B,255,135,168,346,422,372,406,286,412,576
6477,MIR7107,0,0,0,0,3,7,1,1,1,2
6478,MIR548AQ,0,0,0,0,0,0,0,0,0,0
6479,ORAI1,267,705,430,840,1012,1882,1505,1228,1506,2409
6480,MORN3,36,96,91,38,47,61,31,36,37,80
6481,TMEM120B,63,72,34,86,129,171,178,64,131,186
6482,RHOF,11,20,7,56,45,122,80,92,58,178
6483,LINC01089,136,61,56,113,130,148,82,197,172,216
6484,SETD1B,1610,1223,1026,6624,6718,9025,8049,8062,5065,8242
6485,HPD,25,476,192,6,28,47,18,85,100,24
6486,PSMD9,1095,2293,1779,365,299,649,733,599,667,570
6487,WDR66,6,31,1,20,19,32,23,31,19,20
6488,BCL7A,0,0,0,9,9,8,4,3,1,7
6489,MLXIP,668,718,605,1397,1756,3089,2610,2206,1908,4754
6490,LRRC43,0,0,0,0,1,0,0,0,0,1
6491,IL31,0,0,0,0,1,0,0,0,0,0
6492,B3GNT4,0,0,0,2,5,3,0,1,0,0
6493,DIABLO,979,489,726,365,470,561,508,385,452,708
6494,LOC101593348,0,0,18,12,10,16,15,10,16,24
6495,VPS33A,395,287,508,499,496,580,505,515,398,707
6496,CLIP1,1593,2150,1595,5033,3431,4420,5282,4506,3163,4234
6497,CLIP1-AS1,1,0,11,6,1,2,4,0,6,3
6498,ZCCHC8,421,25,232,679,762,853,677,671,573,1007
6499,RSRC2,1675,1567,1966,2677,2499,2336,2112,2256,2078,2588
6500,KNTC1,102,51,147,228,228,216,193,183,169,281
6501,HCAR2,6460,7417,4028,7968,6486,6533,8637,11410,8022,4754
6502,HCAR3,7677,9131,4873,9911,7505,7162,10121,12371,9147,4574
6503,HCAR1,0,0,0,3,2,2,3,1,2,1
6504,DENR,861,816,911,1022,1036,1060,1064,1066,1234,1300
6505,CCDC62,23,33,3,25,35,42,32,39,62,51
6506,HIP1R,42,133,26,182,184,237,252,246,163,214
6507,VPS37B,1243,1937,851,4911,4149,6281,7268,6782,6123,7168
6508,ABCB9,0,0,0,0,0,0,7,2,4,3
6509,OGFOD2,260,191,360,222,320,377,313,315,342,383
6510,ARL6IP4,797,1515,896,551,692,876,694,807,1052,1128
6511,PITPNM2,8,32,0,30,64,39,5,2,8,28
6512,MIR4304,0,0,0,0,0,0,0,0,0,0
6513,LOC100507091,0,0,0,0,0,0,0,0,0,0
6514,MPHOSPH9,18,19,19,10,41,37,13,28,8,34
6515,C12orf65,122,14,206,39,79,101,87,95,111,128
6516,CDK2AP1,68,172,253,223,299,574,342,617,830,723
6517,SBNO1,1705,1001,1653,1826,2074,2144,2020,2397,1668,2251
6518,MIR8072,1,2,0,3,2,6,6,1,0,1
6519,SETD8,1285,2102,1813,1018,1359,1276,1624,1145,1185,1526
6520,RILPL2,3395,4349,4166,3756,4168,4695,5672,3975,4781,6217
6521,SNRNP35,675,732,881,456,467,641,534,515,485,580
6522,RILPL1,63,47,52,181,215,322,358,345,214,424
6523,MIR3908,0,0,0,0,0,0,0,0,1,1
6524,LOC101927415,2,0,7,3,1,5,7,7,1,3
6525,TMED2,3173,3221,5168,2784,3352,3640,2737,3398,3303,3988
6526,DDX55,124,0,174,167,150,154,111,122,143,194
6527,EIF2B1,287,553,615,187,340,356,247,261,256,475
6528,GTF2H3,5,0,31,23,35,45,26,22,23,55
6529,TCTN2,14,5,17,9,12,13,3,10,12,12
6530,ATP6V0A2,186,320,421,442,530,829,636,661,433,769
6531,DNAH10,7,2,18,26,35,23,24,21,10,30
6532,CCDC92,10,51,45,116,172,192,193,129,169,238
6533,ZNF664,22,4,1,104,177,144,85,87,82,190
6534,ZNF664-FAM101A,0,0,0,0,0,0,0,0,0,0
6535,FAM101A,0,0,0,0,0,0,0,0,0,0
6536,NCOR2,336,743,228,1856,2408,3552,2711,4039,1908,3784
6537,MIR6880,2,0,0,0,2,0,0,0,0,1
6538,SCARB1,29,1,12,79,117,217,94,67,77,187
6539,UBC,41321,61382,31821,72992,80967,107212,107583,98107,96977,102892
6540,MIR5188,0,0,0,0,0,0,0,0,0,0
6541,DHX37,2,0,7,23,48,52,21,28,15,41
6542,BRI3BP,5,33,64,68,62,155,121,86,110,267
6543,THRIL,5,48,72,82,75,128,70,84,38,151
6544,AACS,33,111,3,59,64,123,77,110,74,160
6545,TMEM132B,0,0,1,0,0,0,0,0,0,0
6546,LINC00939,0,0,0,0,0,0,0,0,0,0
6547,LOC101927464,0,0,0,0,0,0,0,0,0,0
6548,LOC100128554,0,0,0,0,0,0,0,0,0,0
6549,LOC100996671,0,0,0,0,0,0,0,0,0,0
6550,LINC00944,0,0,0,0,1,3,0,0,0,2
6551,LINC00943,0,0,0,0,0,0,0,0,0,0
6552,LOC440117,0,0,0,0,0,0,0,0,0,0
6553,LOC101927592,0,0,0,0,0,0,0,0,0,0
6554,LOC101927616,0,0,0,0,0,0,0,0,0,0
6555,LOC101927637,0,0,0,0,0,0,0,0,0,0
6556,FLJ37505,0,0,0,0,0,0,0,0,0,0
6557,LINC00508,0,0,0,0,0,0,0,0,0,0
6558,LINC00507,35,28,36,17,11,8,9,8,11,11
6559,CRAT8,0,0,0,0,0,0,0,0,0,0
6560,LOC100996679,0,0,0,0,0,0,0,0,0,0
6561,LOC101927694,0,0,0,0,0,0,0,0,0,0
6562,MIR4419B,0,0,0,0,0,0,0,0,0,0
6563,TMEM132C,0,0,0,0,0,0,0,1,0,0
6564,MIR3612,0,0,0,0,0,0,0,0,0,0
6565,SLC15A4,4876,3997,3837,7646,9731,10801,9385,9937,10869,13119
6566,GLT1D1,3851,4093,2668,16691,18476,21859,23405,17739,19831,22457
6567,TMEM132D,29,1,20,68,46,79,83,113,57,180
6568,LOC283352,0,0,0,2,0,0,0,0,0,0
6569,LOC101927735,0,0,0,0,0,0,0,0,0,0
6570,LOC100190940,0,0,0,0,0,0,0,0,0,0
6571,FZD10-AS1,0,0,0,0,0,0,0,0,0,0
6572,FZD10,0,0,0,0,0,0,0,0,0,0
6573,PIWIL1,0,0,0,0,0,0,0,0,0,0
6574,RIMBP2,0,0,0,0,1,0,0,0,0,0
6575,STX2,21,91,38,114,161,147,127,112,137,170
6576,RAN,870,914,1131,368,408,541,387,369,421,635
6577,ADGRD1,0,0,19,3,13,10,0,0,1,5
6578,LACAT8,0,0,0,0,0,0,0,0,0,0
6579,LINC01257,0,0,0,0,0,0,0,0,0,0
6580,LOC338797,0,0,0,0,0,0,0,0,0,0
6581,SFSWAP,447,637,425,1336,1453,1714,1785,1790,1421,2204
6582,MMP17,3,8,0,24,46,35,12,2,5,17
6583,ULK1,2769,3747,995,10115,8939,13167,11320,12919,9338,11511
6584,PUS1,13,0,1,16,24,15,2,8,6,33
6585,EP400,219,162,165,935,1026,1256,1070,1298,482,1356
6586,SNORA49,0,0,0,0,0,0,0,0,0,0
6587,EP400NL,15,1,4,21,16,17,12,30,13,19
6588,DDX51,4,3,20,23,29,51,35,27,19,59
6589,NOC4L,22,64,12,45,102,142,104,119,97,205
6590,GALNT9,0,0,0,0,0,1,0,3,0,1
6591,LOC100130238,0,0,0,0,0,0,0,0,0,0
6592,LOC101928416,0,0,0,0,0,0,0,0,0,0
6593,FBRSL1,148,202,58,1170,1317,1769,1433,1725,1310,2044
6594,MIR6763,0,0,0,3,2,0,0,0,1,0
6595,LRCOL1,0,0,0,0,0,0,0,0,0,0
6596,P2RX2,0,0,0,0,0,0,0,0,0,1
6597,POLE,70,115,138,172,261,314,168,206,100,448
6598,PXMP2,0,29,41,4,11,7,7,4,7,9
6599,PGAM5,9,31,12,19,48,51,16,31,27,51
6600,ANKLE2,687,896,621,1890,1593,1942,1752,1903,1376,2109
6601,GOLGA3,829,374,655,938,717,911,760,806,663,827
6602,CHFR,1084,1886,937,2878,2755,3907,3288,3895,2931,3960
6603,LOC101928530,0,0,10,3,0,2,5,2,4,1
6604,ZNF605,5,0,51,23,92,119,148,33,10,100
6605,ZNF26,35,1,31,46,72,59,33,38,26,91
6606,LOC101928597,0,0,0,0,0,0,0,0,0,0
6607,ZNF84,23,69,88,34,52,41,27,29,24,49
6608,ZNF140,303,187,390,173,270,260,182,227,158,273
6609,ZNF891,0,0,17,2,1,2,5,4,3,3
6610,ZNF10,25,32,0,20,31,32,25,27,34,44
6611,ZNF268,76,25,62,53,75,44,81,71,35,108
6612,ANHX,0,0,0,0,0,0,0,0,0,0
6613,TAS2R45,0,0,0,0,0,0,0,0,0,0
6614,FAM230C,0,0,0,0,0,0,0,0,0,0
6615,LINC00417,0,0,0,0,0,0,0,0,0,0
6616,ANKRD20A9P,829,525,492,889,818,609,670,528,638,612
6617,RNU6-55P,0,0,0,0,0,0,0,0,0,0
6618,RNU6-76P,0,0,0,0,0,0,0,0,0,0
6619,LINC00408,0,0,0,0,0,0,0,0,0,0
6620,LINC00442,0,0,0,0,0,0,0,0,0,0
6621,RNU6-52P,0,0,0,0,0,0,0,0,0,0
6622,TUBA3C,0,0,0,0,0,0,0,0,0,0
6623,LOC101928697,0,0,0,0,0,0,0,0,0,0
6624,ANKRD26P3,0,0,0,1,0,0,0,0,2,2
6625,LINC00421,0,0,0,0,0,0,0,0,0,0
6626,TPTE2,4,2,4,4,3,2,2,2,3,0
6627,LINC00350,0,0,0,0,0,0,0,0,0,0
6628,MPHOSPH8,3538,2317,2616,3739,4042,3852,4220,4180,4867,5156
6629,PSPC1,990,1208,943,922,950,984,1120,817,715,1157
6630,ZMYM5,464,455,531,343,398,438,379,343,358,492
6631,ZMYM2,1779,1888,1086,2157,2209,2092,1810,1833,1270,2262
6632,LINC01072,0,0,0,0,0,0,0,0,0,0
6633,GJA3,0,0,0,0,0,0,0,0,0,0
6634,GJB2,1,71,6,25,18,20,13,2,1,11
6635,GJB6,140,145,145,500,199,243,367,67,54,120
6636,CRYL1,46,91,77,37,21,29,12,28,26,33
6637,MIR4499,0,0,0,0,0,0,0,0,0,0
6638,IFT88,224,48,229,300,148,151,115,212,221,280
6639,IL17D,0,0,0,0,0,0,2,0,0,2
6640,N6AMT2,13,0,4,0,1,4,2,1,4,1
6641,XPO4,33,1,63,66,75,79,34,48,30,100
6642,LINC00367,0,0,0,0,0,0,0,0,0,0
6643,LATS2,555,410,362,1396,1415,1233,1190,1250,907,1358
6644,SAP18,5824,6313,7844,2140,2230,2675,2617,2288,3305,2984
6645,SKA3,18,43,17,0,6,1,0,0,1,1
6646,MRPL57,111,238,323,30,49,105,57,49,77,143
6647,LINC01046,0,0,0,0,0,0,0,0,0,0
6648,MIPEPP3,0,10,0,1,6,5,0,1,0,3
6649,LINC00539,0,51,54,7,9,20,2,14,12,24
6650,ZDHHC20,394,398,207,933,1156,785,813,711,579,1826
6651,MICU2,1223,451,921,1202,1163,995,1198,993,832,1141
6652,RNU6-59P,5,0,0,1,1,0,1,0,0,0
6653,FGF9,0,1,2,0,1,0,0,0,0,1
6654,LINC00424,0,0,0,0,0,0,0,0,0,0
6655,LINC00540,0,0,0,0,0,3,0,0,0,0
6656,BASP1P1,0,0,0,0,0,0,0,0,0,1
6657,SGCG,0,0,0,0,0,0,0,0,0,0
6658,RNU6-58P,0,0,0,0,0,0,0,0,0,0
6659,SACS,0,9,0,37,61,49,29,24,13,54
6660,SACS-AS1,0,0,0,0,0,0,0,0,0,0
6661,LINC00327,0,0,0,0,0,0,0,0,0,0
6662,TNFRSF19,0,0,0,1,2,1,1,2,1,1
6663,MIPEP,0,3,12,2,13,5,5,5,2,11
6664,C1QTNF9B-AS1,0,0,0,0,0,0,0,0,0,0
6665,C1QTNF9B,0,0,0,0,0,0,0,0,0,0
6666,ANKRD20A19P,0,0,0,0,0,0,0,0,0,0
6667,SPATA13,2160,1397,1366,3501,4633,3804,5392,4172,2833,4228
6668,MIR2276,0,0,0,0,0,0,0,0,0,0
6669,SPATA13-AS1,1,0,0,1,0,0,1,0,0,0
6670,C1QTNF9,0,0,0,3,4,5,4,3,3,1
6671,LINC00566,0,0,0,0,0,0,0,0,0,0
6672,PARP4,1880,1313,2190,4517,5363,5170,7195,4808,4728,6271
6673,TPTE2P6,0,0,4,9,0,0,0,1,0,0
6674,ATP12A,0,0,0,0,0,0,0,0,0,0
6675,RNF17,0,0,1,0,0,0,0,2,0,0
6676,CENPJ,29,0,1,30,52,30,32,45,22,49
6677,TPTE2P1,6,18,7,5,5,3,0,1,3,1
6678,PABPC3,17,8,6,20,12,35,17,19,8,27
6679,AMER2,0,0,0,0,0,0,0,0,0,0
6680,LINC00463,0,0,0,0,0,0,0,0,0,0
6681,LINC01053,0,0,0,0,0,0,0,0,0,0
6682,MTMR6,1866,2053,1801,2964,3291,3576,3738,3219,2635,3167
6683,NUPL1,855,1472,634,2655,2357,2513,2131,2423,2028,1808
6684,ATP8A2,0,0,0,1,0,1,0,1,0,1
6685,RNU6-78P,0,0,0,0,0,0,0,0,0,0
6686,SHISA2,0,0,0,1,0,0,0,1,0,3
6687,RNF6,797,808,850,849,1164,1062,1024,994,762,1295
6688,CDK8,9,0,26,45,86,90,77,62,35,117
6689,WASF3,0,0,0,1,10,1,2,0,3,3
6690,GPR12,0,0,0,0,0,0,0,0,0,0
6691,USP12,37,155,119,167,343,198,161,195,110,349
6692,USP12-AS1,2,0,2,0,0,0,0,0,1,0
6693,USP12-AS2,0,0,0,1,0,0,0,0,1,0
6694,LINC00412,0,0,0,0,2,0,0,0,0,0
6695,SNORD102,29,66,60,20,28,31,19,16,26,30
6696,SNORA27,27,27,39,12,22,10,11,14,18,14
6697,RASL11A,1,1,1,62,118,92,78,59,94,88
6698,GTF3A,496,1080,938,509,641,605,630,563,903,871
6699,MTIF3,480,564,874,593,624,613,607,758,910,972
6700,RNU6-63P,0,0,0,0,0,0,0,0,0,0
6701,LNX2,76,146,79,68,99,67,67,89,61,138
6702,POLR1D,282,419,410,657,730,780,715,692,1123,986
6703,GSX1,0,0,0,0,0,0,0,0,0,0
6704,PDX1-AS1,0,0,0,0,0,0,0,0,0,0
6705,PDX1,0,0,0,0,0,0,0,0,0,0
6706,ATP5EP2,8,8,10,0,0,0,1,0,0,0
6707,CDX2,0,0,0,1,0,0,0,0,1,0
6708,URAD,0,0,0,0,0,0,0,0,0,0
6709,FLT3,8,3,34,12,27,79,38,45,46,94
6710,PAN3-AS1,9,0,3,66,111,94,100,108,51,96
6711,PAN3,15887,7217,16853,6668,6469,5991,4947,4917,4349,5276
6712,RNU6-82P,8,18,4,1,3,0,0,1,0,0
6713,FLT1,141,9,301,307,292,191,185,182,207,81
6714,POMP,5047,4854,5385,1072,1069,1070,1225,760,1536,899
6715,SLC46A3,505,304,463,466,656,780,875,533,620,675
6716,RNU6-53P,0,0,0,2,4,2,1,1,0,0
6717,MTUS2,0,0,1,1,0,0,1,1,2,2
6718,MTUS2-AS1,0,0,0,0,0,0,0,0,0,0
6719,SLC7A1,3,0,13,12,17,21,7,8,11,20
6720,UBL3,1208,1440,1233,2718,3946,3638,3815,3545,3101,4264
6721,LINC00297,0,0,0,0,0,0,0,0,0,0
6722,LINC00572,0,0,0,0,0,0,0,0,0,0
6723,LINC00544,0,0,0,0,0,0,0,0,0,0
6724,LINC00365,0,0,0,0,0,0,0,2,0,0
6725,KATNAL1,2,1,1,4,23,11,9,11,2,23
6726,RNU6-64P,0,0,0,0,0,0,0,0,0,0
6727,LINC00426,1,36,63,5,9,23,17,2,11,18
6728,LINC01058,0,0,0,5,8,6,2,10,2,6
6729,HMGB1,13881,14000,17896,6436,6877,7687,7344,7694,7312,10906
6730,USPL1,632,365,359,448,810,547,483,524,483,703
6731,ALOX5AP,65178,95833,77304,12839,13965,38126,29159,22340,30742,17789
6732,LINC00398,21,0,26,19,16,38,22,45,13,26
6733,LINC00545,2,0,3,1,0,2,0,0,0,1
6734,TEX26-AS1,3,0,4,0,0,2,0,1,1,3
6735,MEDAG,0,6,0,3,1,6,4,7,2,1
6736,TEX26,0,0,0,0,0,0,0,0,0,0
6737,HSPH1,18,1,43,30,72,77,34,27,22,73
6738,B3GLCT,28,70,52,34,45,42,20,22,14,40
6739,RXFP2,6,20,0,0,1,5,1,0,0,5
6740,EEF1DP3,0,4,1,0,2,0,1,1,2,0
6741,FRY-AS1,86,80,60,25,19,12,29,31,67,35
6742,FRY,2743,1603,2035,6063,5880,6349,6251,5979,3068,5311
6743,ZAR1L,5,3,12,3,6,3,10,1,6,7
6744,BRCA2,151,15,36,35,80,61,50,73,34,48
6745,N4BP2L1,561,391,828,314,476,311,229,249,297,408
6746,N4BP2L2,5030,2925,3990,4120,5354,4254,4230,3952,3564,4277
6747,MINOS1P1,263,31,196,10,7,7,6,7,16,11
6748,N4BP2L2-IT2,199,179,65,380,457,238,218,377,112,225
6749,PDS5B,1981,3438,1025,1682,1851,1834,1687,1783,1030,1997
6750,LINC00423,0,0,0,0,0,0,0,0,0,0
6751,KL,0,33,0,14,10,9,19,16,5,5
6752,STARD13,0,0,0,0,4,3,0,0,2,0
6753,STARD13-AS,0,0,0,0,0,0,0,0,0,0
6754,RFC3,26,82,4,55,44,50,35,32,17,53
6755,LINC00457,0,0,0,0,0,0,0,0,0,0
6756,NBEA,0,0,0,1,4,0,2,0,0,0
6757,MAB21L1,0,0,0,0,0,0,0,0,0,0
6758,LINC00445,0,0,0,0,0,0,0,0,0,0
6759,DCLK1,0,0,0,0,0,0,0,0,0,0
6760,SOHLH2,0,0,2,0,0,0,0,0,0,0
6761,CCDC169-SOHLH2,0,0,0,0,0,0,0,0,0,0
6762,CCDC169,0,2,0,0,1,0,0,0,0,0
6763,RNU6-71P,0,0,0,0,0,0,0,0,0,0
6764,SPG20,694,1142,989,811,977,1569,1704,858,1543,1426
6765,SPG20-AS1,0,0,0,1,0,0,0,0,0,0
6766,CCNA1,0,0,39,13,17,11,3,0,4,2
6767,SERTM1,0,0,0,0,0,0,0,0,0,0
6768,RFXAP,29,0,24,14,21,23,23,17,20,28
6769,SMAD9,22,0,26,9,8,9,11,15,10,14
6770,ALG5,63,121,113,14,25,36,25,36,20,47
6771,EXOSC8,214,17,401,52,78,79,59,71,45,97
6772,SUPT20H,1350,1379,2031,4419,3779,4690,4324,4089,4149,4658
6773,CSNK1A1L,608,472,809,165,121,177,155,137,132,131
6774,LINC01048,0,0,0,0,0,0,0,0,0,0
6775,LINC00547,0,0,0,0,0,0,0,0,0,0
6776,POSTN,0,0,0,0,0,0,0,0,0,1
6777,TRPC4,0,0,0,0,0,0,0,0,0,0
6778,LINC00571,0,0,0,0,0,0,0,0,0,0
6779,UFM1,645,461,809,568,812,751,642,621,538,926
6780,LINC00437,0,0,0,0,0,0,0,0,0,0
6781,LINC00366,0,0,0,0,0,0,0,0,0,0
6782,FREM2,0,0,0,0,0,0,0,0,0,0
6783,RNU6-56P,0,0,0,0,0,0,0,0,0,0
6784,STOML3,0,0,0,0,0,0,0,0,0,0
6785,PROSER1,96,153,95,159,300,233,254,186,127,276
6786,NHLRC3,115,9,134,36,53,49,34,24,24,57
6787,LHFP,0,0,0,0,5,1,0,0,0,0
6788,COG6,64,0,113,67,67,93,110,111,53,138
6789,MIR4305,0,0,0,0,0,0,0,0,0,0
6790,LINC00332,0,0,0,0,0,0,0,0,0,0
6791,LINC00548,5,0,0,0,0,0,0,0,0,0
6792,LINC00598,0,0,0,8,1,3,0,4,1,3
6793,FOXO1,1028,1002,899,2179,1635,2283,2723,1886,1202,2320
6794,MIR320D1,0,0,0,0,0,0,1,0,1,0
6795,MRPS31,219,127,224,128,162,145,163,129,150,191
6796,SLC25A15,7,1,7,13,18,12,19,10,18,19
6797,TPTE2P5,10,0,0,7,5,2,4,2,3,3
6798,MIR621,0,0,0,0,0,0,0,0,0,0
6799,SUGT1P3,0,0,2,2,0,0,0,0,0,1
6800,ELF1,4404,4499,7636,8580,8777,8266,7674,9345,6613,8330
6801,WBP4,848,806,785,588,614,677,758,571,834,761
6802,MIR3168,0,0,0,0,0,0,0,0,0,0
6803,KBTBD6,22,38,86,55,52,85,33,66,55,87
6804,LOC101929140,9,0,3,6,14,6,8,15,16,15
6805,KBTBD7,599,734,1016,833,634,1158,777,1096,987,1003
6806,MTRF1,215,80,113,189,215,198,160,199,191,220
6807,NAA16,122,68,146,312,371,461,404,446,332,526
6808,RNU6-57P,0,0,0,0,0,0,0,0,0,0
6809,OR7E37P,2,12,15,3,2,3,5,2,5,5
6810,RGCC,47,58,241,31,94,41,20,21,25,66
6811,VWA8,10,28,23,45,58,55,63,37,22,48
6812,MIR5006,0,0,0,0,0,0,0,0,0,0
6813,VWA8-AS1,0,0,0,0,0,0,1,0,0,0
6814,DGKH,4,1,19,29,49,33,21,19,11,18
6815,AKAP11,114,112,36,350,351,270,189,343,130,386
6816,TNFSF11,0,0,0,0,2,2,0,0,0,0
6817,FAM216B,0,0,0,0,0,0,0,0,0,0
6818,LINC01050,0,0,0,0,0,0,0,0,0,0
6819,LINC00428,0,2,0,0,3,0,1,2,2,3
6820,EPSTI1,6121,1166,7047,3583,4391,823,1665,486,1179,223
6821,DNAJC15,85,53,232,33,60,58,28,24,23,38
6822,LINC00400,0,0,2,1,3,3,0,0,1,0
6823,ENOX1,1,0,1,0,0,0,1,0,0,0
6824,ENOX1-AS2,0,0,0,0,0,0,0,0,0,0
6825,CCDC122,235,159,146,118,120,129,143,111,193,131
6826,LACC1,31,0,13,13,54,42,29,16,17,34
6827,LINC00284,0,0,0,0,0,0,0,0,0,0
6828,SMIM2-AS1,0,0,0,0,0,0,0,0,0,0
6829,SMIM2,0,0,0,0,0,0,0,0,0,0
6830,SMIM2-IT1,0,0,0,0,0,0,0,0,0,0
6831,MIR8079,0,0,0,0,0,0,0,0,0,0
6832,SERP2,0,0,8,0,4,1,1,0,2,0
6833,TUSC8,0,0,0,0,0,0,0,0,0,0
6834,TSC22D1,298,131,397,94,205,135,56,59,66,120
6835,TSC22D1-AS1,0,0,0,1,10,2,3,3,2,6
6836,LINC00330,0,0,6,0,1,0,1,0,3,2
6837,NUFIP1,9,112,0,5,13,5,8,5,2,6
6838,GPALPP1,15,0,25,26,26,29,24,17,16,34
6839,LOC101929259,0,1,1,2,3,2,1,1,1,0
6840,GTF2F2,429,265,683,286,353,288,297,231,285,405
6841,RNU6-69P,0,0,5,0,0,0,0,0,0,0
6842,KCTD4,3,0,10,2,5,1,1,2,0,1
6843,TPT1,9332,12744,8056,28428,31453,28305,27664,23370,33320,29130
6844,SNORA31,244,154,102,65,55,26,103,17,17,9
6845,TPT1-AS1,68,73,67,111,110,144,120,139,158,163
6846,SLC25A30,41,14,27,67,179,75,90,86,84,109
6847,SLC25A30-AS1,0,2,5,1,0,4,0,0,1,1
6848,COG3,384,248,258,589,805,701,659,643,498,772
6849,ERICH6B,0,0,0,0,0,0,0,0,0,0
6850,LINC01055,0,0,0,0,0,0,0,0,0,0
6851,SPERT,0,0,0,0,0,0,0,0,0,0
6852,SIAH3,0,0,0,0,0,0,0,0,0,0
6853,ZC3H13,554,785,670,1985,1960,2229,2856,2358,2455,3469
6854,CPB2-AS1,14,14,19,3,2,2,9,3,3,2
6855,CPB2,11,0,0,1,1,5,0,2,1,2
6856,LCP1,65306,71650,99630,148583,158894,168880,189823,175540,160012,147211
6857,LRRC63,0,0,0,0,2,2,0,1,7,2
6858,LINC00563,0,0,15,4,2,5,3,2,2,3
