,Gene,PA1,PA2,PA3,PA4,PA5,HC06,HC07,HC1,HC15,HC23
5951,ZC3H10,184,7,260,97,158,211,190,236,184,279
5952,ESYT1,280,1490,1047,824,1424,2089,1871,1813,1343,2603
5953,MYL6B,9,0,31,8,8,10,10,8,10,11
5954,MYL6,64032,128104,94682,16295,13404,20874,22531,19593,25371,18930
5955,SMARCC2,1762,2293,1646,2519,3180,3400,2962,3535,2489,3930
5956,RNF41,1082,1328,1016,1254,1612,1792,1569,1649,1450,2053
5957,NABP2,23,142,58,15,26,29,23,22,29,47
5958,SLC39A5,0,0,0,1,2,1,0,1,1,2
5959,ANKRD52,44,41,70,448,616,749,472,596,268,805
5960,COQ10A,20,0,0,13,14,7,8,10,15,13
5961,CS,761,643,1100,1809,2756,2530,2467,2530,2255,3359
5962,CNPY2,281,514,385,73,120,114,75,84,134,151
5963,PAN2,81,185,45,177,211,200,133,185,82,185
5964,IL23A,26,5,25,26,34,29,28,22,42,28
5965,STAT2,16193,4926,11639,7605,12036,4961,5685,7290,6068,3744
5966,APOF,14,5,33,3,3,1,5,5,1,3
5967,TIMELESS,6,0,15,22,44,24,13,23,23,25
5968,MIP,0,0,0,0,0,0,2,0,0,0
5969,SPRYD4,0,0,11,4,21,15,6,8,8,6
5970,GLS2,1,0,0,5,3,5,3,0,2,2
5971,RBMS2,87,180,111,96,162,175,157,184,98,234
5972,BAZ2A,2943,2315,1683,12618,16588,14277,12887,15869,8784,14075
5973,ATP5B,3226,4427,4221,2532,3084,3850,3624,3203,3778,4181
5974,SNORD59B,3,0,5,9,7,4,4,2,4,6
5975,SNORD59A,1,0,4,14,14,18,3,7,5,17
5976,PTGES3,2049,1713,1888,3373,4419,3056,3376,2920,3581,2955
5977,NACA,3196,3256,3268,2873,3042,3291,3667,2785,4143,3569
5978,PRIM1,5,14,57,9,31,18,9,3,5,22
5979,HSD17B6,0,0,0,0,0,0,0,0,0,0
5980,SDR9C7,0,0,0,0,0,0,0,0,0,0
5981,RDH16,0,0,0,0,2,0,1,3,0,0
5982,GPR182,0,0,0,0,0,0,0,0,0,0
5983,ZBTB39,0,0,0,18,24,34,21,10,10,22
5984,TAC3,0,0,0,1,0,0,0,0,0,0
5985,MYO1A,15,0,0,5,5,4,3,1,2,3
5986,NEMP1,91,1,142,140,193,210,137,215,98,309
5987,NAB2,47,143,21,192,229,291,167,215,208,369
5988,STAT6,10875,12888,7169,30335,36483,44422,38016,37932,30184,41962
5989,LRP1,89,85,101,162,765,504,38,36,49,294
5990,LRP1-AS,0,0,0,0,0,0,0,0,0,0
5991,MIR1228,0,0,0,0,0,0,0,0,0,0
5992,NXPH4,0,0,0,0,0,0,1,0,0,0
5993,SHMT2,38,257,40,36,61,92,53,39,40,80
5994,NDUFA4L2,0,17,0,0,0,1,1,0,1,0
5995,STAC3,22,0,37,90,126,101,95,112,124,113
5996,R3HDM2,6896,4005,6397,3331,3752,4042,3952,4150,2645,4541
5997,INHBC,1,0,0,1,5,2,1,2,1,2
5998,INHBE,0,2,6,12,7,8,5,5,25,13
5999,GLI1,63,152,58,531,541,394,188,457,342,352
6000,ARHGAP9,36350,43226,29721,51451,48896,59598,49134,52041,63046,47165
6001,MARS,2857,2571,2117,5271,4236,4707,3553,4099,4024,4130
6002,MIR6758,6,1,1,10,11,6,2,9,2,6
6003,DDIT3,11450,8546,8215,3957,2971,2917,3701,2499,3358,3107
6004,MIR616,91,200,115,51,54,39,74,37,15,38
6005,MBD6,1604,1270,486,20161,22696,23282,21811,23208,17516,17782
6006,DCTN2,826,937,634,895,1077,1131,1032,1253,1043,1375
6007,KIF5A,0,0,0,0,0,1,0,0,0,0
6008,PIP4K2C,620,689,555,1070,1314,1258,1127,1236,1152,1437
6009,DTX3,0,46,6,4,6,9,6,4,5,12
6010,ARHGEF25,0,0,0,0,0,0,1,0,0,0
6011,LOC101927583,0,0,0,0,0,0,0,0,0,0
6012,SLC26A10,0,0,0,0,0,0,0,0,0,0
6013,B4GALNT1,0,0,0,0,0,0,0,0,0,0
6014,OS9,9470,13782,11002,15010,17874,17527,17482,16994,16110,17885
6015,AGAP2,401,974,452,2712,2203,2811,2465,2663,2525,2072
6016,AGAP2-AS1,0,0,0,23,21,12,9,5,11,9
6017,TSPAN31,179,82,178,90,98,118,79,115,89,99
6018,CDK4,25,8,47,15,33,33,11,12,24,32
6019,MIR6759,0,1,4,1,0,0,1,0,0,0
6020,MARCH9,14,0,2,13,26,44,28,14,16,49
6021,CYP27B1,0,0,0,0,0,0,0,0,0,2
6022,METTL1,17,0,0,0,4,2,2,0,0,3
6023,METTL21B,0,0,11,3,9,0,1,0,0,1
6024,TSFM,78,190,141,57,78,109,102,75,109,101
6025,AVIL,615,743,461,1414,1855,1358,914,1536,1639,1290
6026,CTDSP2,3511,4660,2803,12868,14568,26093,20738,25230,13212,30723
6027,MIR26A2,3,0,0,7,6,4,8,9,7,10
6028,LOC100506844,291,129,426,55,80,85,106,67,123,105
6029,XRCC6BP1,99,70,168,22,123,81,132,64,135,107
6030,LOC101927653,0,0,0,0,0,0,0,0,0,0
6031,LOC100506869,0,0,0,0,0,0,0,0,0,0
6032,LRIG3,0,0,1,0,0,0,0,0,0,0
6033,SLC16A7,45,30,47,92,110,70,53,41,78,58
6034,FAM19A2,280,20,177,272,197,459,160,159,143,270
6035,USP15,25774,14854,28899,33077,32501,29053,26583,28182,20031,27528
6036,MIR6125,0,0,0,0,0,0,0,0,0,0
6037,MON2,1060,929,698,1607,1881,1750,1378,1923,1166,1788
6038,LINC01465,11,0,9,3,9,12,9,8,6,7
6039,MIRLET7I,0,0,0,2,4,1,0,0,0,2
6040,PPM1H,65,61,112,89,163,260,231,156,149,268
6041,AVPR1A,0,0,0,3,14,4,0,1,0,2
6042,DPY19L2,0,0,1,0,3,2,0,1,0,0
6043,TMEM5,16,56,18,19,26,21,13,14,15,18
6044,TMEM5-AS1,0,0,0,0,0,0,0,0,0,0
6045,SRGAP1,0,0,2,0,0,0,0,0,0,0
6046,C12orf66,0,0,6,0,5,7,0,0,3,7
6047,C12orf56,0,0,0,0,0,0,0,0,0,0
6048,XPOT,162,19,149,235,283,267,305,304,247,496
6049,TBK1,2209,741,2208,2283,2746,2179,2034,2173,2088,2194
6050,RASSF3,42292,27584,30789,23572,23588,21566,21668,22861,20340,20467
6051,MIR548C,0,0,0,0,0,0,0,0,0,0
6052,MIR548Z,0,0,0,0,0,0,0,0,0,0
6053,GNS,2533,3948,2504,6260,7463,7288,7648,8777,7811,5386
6054,TBC1D30,71,221,156,293,248,252,361,346,345,424
6055,FLJ41278,0,0,0,0,4,1,0,2,0,3
6056,WIF1,0,0,0,0,0,0,0,0,0,0
6057,LEMD3,605,716,492,1248,1412,1250,1194,1091,891,1355
6058,MSRB3,217,302,337,271,315,339,376,328,276,433
6059,LOC100507065,0,0,0,5,2,1,0,0,0,0
6060,RPSAP52,0,0,0,0,0,0,0,0,0,0
6061,HMGA2,11,1,15,1,1,0,0,2,0,1
6062,LOC100129940,12,0,0,4,8,2,3,3,4,3
6063,MIR6074,0,0,0,0,0,0,0,0,0,0
6064,LLPH,1444,758,1579,700,774,782,788,689,821,769
6065,LLPH-AS1,1,8,3,14,6,22,28,44,10,26
6066,TMBIM4,9842,14746,13260,3716,3495,4357,5225,5414,5519,4391
6067,IRAK3,1059,2157,1215,6550,3736,4240,5769,5652,4893,3387
6068,MIR6502,0,0,0,0,0,0,0,0,0,0
6069,HELB,51,54,100,187,103,118,149,122,52,93
6070,GRIP1,53,21,30,28,21,21,36,24,45,23
6071,LOC102724421,0,0,0,0,0,0,0,0,0,0
6072,CAND1,115,248,292,182,263,285,191,183,114,374
6073,LOC100507175,0,0,0,0,0,0,0,0,0,0
6074,DYRK2,104,180,189,164,384,419,357,285,175,379
6075,LOC101927901,0,0,0,5,2,1,0,0,0,0
6076,LINC01479,0,0,0,0,0,0,0,0,0,0
6077,IFNG-AS1,0,0,0,0,0,1,1,1,0,0
6078,IFNG,0,0,0,3,2,5,0,0,0,2
6079,IL26,0,0,0,0,0,0,0,0,0,0
6080,IL22,0,0,0,1,0,2,0,0,0,0
6081,MDM1,231,37,242,454,550,400,294,371,514,901
6082,LOC100507195,4,0,19,0,2,10,1,0,0,0
6083,RAP1B,5715,6667,9567,4784,6140,5976,5047,4784,6191,9848
6084,SNORA70G,33,4,8,2,3,4,1,0,1,1
6085,LOC100507250,9,0,5,7,11,9,7,15,16,20
6086,NUP107,96,90,293,170,201,258,161,203,147,334
6087,SLC35E3,625,227,959,254,299,433,366,336,271,472
6088,LOC100130075,0,0,0,7,8,7,3,9,2,8
6089,MDM2,5951,2643,7982,5337,4062,5150,4351,3816,2853,5713
6090,CPM,67,9,30,55,58,58,32,46,53,58
6091,CPSF6,607,331,420,622,684,575,537,560,403,710
6092,MIR1279,0,0,0,0,0,0,0,0,0,0
6093,LYZ,47726,48387,73339,47275,60520,57295,40277,41087,8430,32003
6094,YEATS4,80,0,147,92,110,120,106,98,26,109
6095,FRS2,261,179,450,706,700,663,595,545,413,767
6096,MIR3913-1,0,0,0,0,0,0,0,0,0,0
6097,MIR3913-2,0,0,0,0,0,0,0,0,0,0
6098,CCT2,142,154,160,65,115,128,68,45,65,124
6099,LRRC10,0,0,0,0,0,0,0,0,0,0
6100,BEST3,0,0,0,0,0,0,0,0,0,0
6101,LOC101928002,0,0,0,0,0,0,3,0,0,0
6102,RAB3IP,250,304,209,252,270,229,282,219,120,272
6103,MYRFL,6,0,0,0,8,0,0,1,0,0
6104,LINC01481,385,432,315,90,79,74,82,73,119,106
6105,CNOT2,813,1235,711,1257,1454,1396,1324,1302,1375,1884
6106,KCNMB4,7,3,1,1,3,1,3,0,3,1
6107,PTPRB,0,0,0,0,0,0,0,0,0,0
6108,PTPRR,0,0,0,0,0,0,0,0,0,0
6109,TSPAN8,0,0,0,0,0,0,0,0,0,0
6110,LGR5,0,0,9,4,4,3,1,3,1,3
6111,ZFC3H1,1229,720,734,1737,1618,1442,1328,1727,1263,1391
6112,THAP2,19,70,41,33,39,37,51,30,32,29
6113,TMEM19,33,0,30,15,33,33,28,20,13,32
6114,RAB21,1110,1459,1146,2887,2655,2403,2731,2670,2653,3386
6115,TBC1D15,4184,3732,3301,3688,3639,3638,4054,3467,4342,3864
6116,MRS2P2,634,356,337,78,84,70,118,44,298,63
6117,TPH2,0,0,1,0,0,0,0,0,0,0
6118,TRHDE-AS1,0,0,0,0,0,0,0,0,0,0
6119,TRHDE,0,0,0,0,3,0,1,0,0,0
6120,LOC101928137,77,27,44,125,112,108,107,85,59,92
6121,LOC100507377,0,0,0,0,0,0,0,0,0,0
6122,ATXN7L3B,237,137,442,400,625,697,583,702,505,845
6123,KCNC2,0,0,0,0,0,0,0,0,0,0
6124,CAPS2,3,0,1,3,2,2,2,2,1,2
6125,GLIPR1L1,4,0,2,0,0,0,2,3,0,1
6126,GLIPR1L2,44,32,29,33,29,36,58,35,26,21
6127,GLIPR1,6604,5049,9009,6151,6148,8298,7778,8513,7827,8797
6128,KRR1,152,66,198,323,363,372,319,306,271,364
6129,PHLDA1,24,24,33,44,18,27,26,24,15,18
6130,NAP1L1,809,890,898,1007,1634,1366,978,946,1018,1968
6131,BBS10,60,225,61,187,210,205,185,238,190,184
6132,OSBPL8,6806,7635,4734,21799,20271,17197,16670,16494,13440,13296
6133,ZDHHC17,2298,1673,2109,4259,3507,2817,3244,2742,2287,2527
6134,CSRP2,6,3,7,8,8,3,5,3,0,1
6135,E2F7,0,0,0,3,5,1,4,3,2,1
6136,NAV3,214,216,29,387,95,84,24,450,46,45
6137,SYT1,0,0,0,0,0,0,1,0,0,0
6138,MIR1252,0,0,0,0,0,0,0,0,0,0
6139,PAWR,3,0,0,8,4,3,2,1,2,1
6140,PPP1R12A,10786,9817,13854,10823,10218,9512,11520,9619,11825,10566
6141,OTOGL,0,0,0,0,0,1,0,0,0,0
6142,PTPRQ,0,0,0,0,0,0,0,0,0,0
6143,MYF6,0,0,0,0,0,0,0,0,0,0
6144,MYF5,0,0,0,0,0,0,0,0,0,0
6145,LINC01490,1,0,0,0,0,0,2,2,1,1
6146,LIN7A,1382,1127,1343,1288,1186,1642,1212,1439,1244,1016
6147,MIR617,0,0,0,2,1,0,0,0,1,0
6148,MIR618,0,0,7,1,0,2,0,1,0,1
6149,ACSS3,18,30,2,13,10,28,29,14,14,7
6150,MIR4699,0,0,0,0,0,0,0,0,0,0
6151,PPFIA2,0,0,0,1,3,0,0,2,2,0
6152,LOC102724663,0,0,0,0,0,0,0,0,0,0
6153,LOC101928449,0,0,0,0,0,0,0,0,0,0
6154,CCDC59,720,473,845,668,733,793,756,641,757,894
6155,METTL25,179,336,114,196,191,209,173,162,214,174
6156,TMTC2,2,0,1,42,73,53,47,21,16,24
6157,SLC6A15,0,0,0,0,0,0,0,0,0,0
6158,TSPAN19,0,0,0,0,0,0,0,0,0,0
6159,LRRIQ1,0,0,0,0,0,0,0,0,0,0
6160,ALX1,0,0,0,0,0,0,0,0,0,0
6161,RASSF9,0,0,0,0,0,0,0,0,0,0
6162,NTS,0,0,0,0,0,0,0,0,0,0
6163,MGAT4C,0,0,0,0,0,0,0,0,0,0
6164,MKRN9P,0,0,0,0,0,0,0,0,0,0
6165,C12orf50,0,0,0,0,0,0,0,0,0,0
6166,C12orf29,34,7,39,10,13,14,9,9,4,6
6167,CEP290,9,0,3,18,32,36,34,23,26,62
6168,TMTC3,124,20,168,41,86,63,57,68,31,89
6169,KITLG,0,0,1,0,1,3,1,0,0,1
6170,LOC728084,14,0,54,43,50,74,25,9,49,50
6171,DUSP6,5691,4209,7418,9815,15957,18114,11724,13965,13085,17408
6172,POC1B,428,331,698,637,896,745,727,601,790,1045
6173,POC1B-GALNT4,0,0,1,0,1,0,0,0,0,0
6174,GALNT4,15,6,17,10,14,17,15,18,1,10
6175,ATP2B1,7342,5014,6457,6200,8259,6840,4628,5450,3794,6684
6176,LINC00936,2967,2587,3288,1717,1355,686,2950,340,589,1061
6177,LINC00615,0,0,0,0,0,0,0,0,0,0
6178,CCER1,0,0,0,0,0,0,0,0,0,0
6179,EPYC,0,0,0,0,0,0,0,0,0,0
6180,KERA,0,0,0,0,0,0,0,0,0,0
6181,LUM,0,0,0,0,0,0,1,0,0,0
6182,DCN,0,0,0,1,1,0,0,0,0,2
6183,C12orf79,4,67,21,6,2,9,8,8,12,16
6184,BTG1,20340,24996,44019,21763,20977,23217,24633,20671,31670,25217
6185,CLLU1OS,0,0,0,0,0,0,0,0,0,0
6186,CLLU1,0,0,0,0,0,0,0,0,0,0
6187,C12orf74,0,0,0,0,0,0,0,0,0,0
6188,PLEKHG7,0,0,0,1,1,0,0,2,0,1
6189,EEA1,133,61,135,233,298,257,284,237,146,239
6190,LOC643339,9,17,30,3,2,5,3,7,6,1
6191,LOC102724933,0,0,0,0,0,0,0,0,0,0
6192,NUDT4,281,474,544,780,860,1034,997,1005,762,694
6193,UBE2N,788,616,1046,620,715,747,650,541,665,688
6194,MRPL42,380,348,614,125,157,152,217,124,111,188
6195,SOCS2-AS1,4,0,1,4,0,3,1,2,0,3
6196,SOCS2,22,0,406,35,68,29,101,13,22,71
6197,CRADD,565,757,901,159,153,208,186,206,223,176
6198,LOC101928731,7,8,1,8,3,0,1,1,3,1
6199,PLXNC1,9302,9487,6133,32835,32517,32217,36927,36494,27165,31761
6200,CEP83,264,216,221,88,82,53,82,55,136,73
6201,CEP83-AS1,9,0,4,2,2,0,2,1,0,1
6202,MIR5700,0,0,1,1,1,2,2,2,5,1
6203,TMCC3,4278,3821,3405,7468,6646,9797,10287,8358,6501,9638
6204,MIR7844,0,0,0,0,0,0,0,0,0,0
6205,MIR492,0,0,0,0,0,0,0,0,0,0
6206,KRT19P2,0,0,0,0,0,0,0,0,0,0
6207,NDUFA12,328,382,699,121,104,124,122,94,209,221
6208,NR2C1,19,42,90,38,68,55,43,30,41,102
6209,FGD6,11,101,0,15,37,26,4,8,7,14
6210,VEZT,35,63,17,23,64,57,29,32,15,89
6211,MIR331,0,0,0,0,0,0,0,0,0,1
6212,MIR3685,0,0,0,0,0,1,2,1,0,0
6213,METAP2,62,59,135,56,93,79,77,37,52,123
6214,USP44,1,0,2,2,1,3,0,0,0,3
6215,PGAM1P5,0,0,0,0,0,0,0,0,0,0
6216,NTN4,0,0,0,1,0,1,0,2,0,1
6217,SNRPF,53,91,60,16,39,25,27,20,27,43
6218,CCDC38,0,0,0,0,0,0,0,0,0,0
6219,AMDHD1,36,2,7,18,23,9,6,3,13,12
6220,HAL,7479,5136,7150,9397,7694,9090,8005,8896,8510,7792
6221,LTA4H,2191,3916,2850,4808,6196,3665,3485,3600,7028,4098
6222,ELK3,132,124,169,227,258,257,203,185,111,551
6223,CDK17,1103,831,1071,1795,1824,1369,1496,1338,1013,1575
6224,CFAP54,50,0,112,55,48,39,28,32,45,62
6225,NEDD1,390,170,332,232,343,281,319,293,202,460
6226,RMST,0,0,0,0,0,0,0,0,0,0
6227,MIR1251,0,0,0,0,0,0,0,0,0,0
6228,MIR135A2,0,0,0,0,0,0,0,0,0,0
6229,LOC643711,0,0,0,0,0,0,0,0,0,0
6230,RNU6-36P,0,1,0,0,0,0,0,0,1,0
6231,MIR4495,0,0,0,0,0,0,0,0,0,0
6232,MIR4303,0,0,0,0,0,0,0,0,0,0
6233,SLC9A7P1,0,0,0,3,13,13,1,0,3,4
6234,LOC643770,0,0,16,1,1,1,0,0,1,2
6235,TMPO-AS1,9,0,8,4,6,5,3,1,3,4
6236,TMPO,81,75,59,135,231,184,97,82,122,243
6237,SLC25A3,2326,3308,2329,2480,2346,3145,2602,2248,2762,3289
6238,SNORA53,7,9,7,15,12,9,7,9,11,5
6239,IKBIP,1245,1269,2921,3693,2639,4961,4859,5339,4357,3953
6240,APAF1,1223,582,944,7668,5993,8523,7669,9054,3798,5526
6241,ANKS1B,0,11,4,0,0,2,0,0,2,0
6242,LOC101928937,0,0,0,0,0,0,0,0,0,0
6243,FAM71C,0,0,0,0,0,0,0,0,0,0
6244,UHRF1BP1L,1811,1509,1833,3415,3054,3544,3117,3468,2460,3286
6245,GOLGA2P5,25,0,33,34,38,26,15,19,33,58
6246,MIR1827,0,0,0,0,0,0,0,0,0,0
6247,ACTR6,308,213,245,103,121,100,102,90,110,143
6248,DEPDC4,0,0,0,0,2,0,0,0,0,0
6249,SCYL2,659,407,690,2621,2765,2545,2323,2703,1484,2403
6250,SLC17A8,0,0,0,0,0,0,0,1,0,0
6251,NR1H4,0,0,0,0,0,0,0,0,0,0
6252,GAS2L3,0,8,2,0,0,2,3,0,0,1
6253,ANO4,0,0,0,0,0,0,0,0,0,0
6254,SLC5A8,0,0,0,0,0,0,0,0,0,0
6255,UTP20,24,0,5,5,13,14,5,8,3,15
6256,ARL1,95,323,50,41,50,58,56,39,59,89
6257,SPIC,0,0,0,0,0,0,0,0,0,0
6258,MYBPC1,4,0,0,3,0,2,1,1,1,1
6259,CHPT1,325,447,405,1126,803,1385,1342,1124,1413,1519
6260,SYCP3,39,35,68,24,11,12,20,13,28,16
6261,GNPTAB,196,97,210,421,416,467,393,547,299,461
6262,DRAM1,864,582,671,826,1103,991,1022,1084,1382,752
6263,CCDC53,732,686,1144,333,362,362,406,333,513,424
6264,NUP37,112,49,185,30,53,28,38,45,45,41
6265,PARPBP,4,0,0,2,6,1,2,3,1,4
6266,PMCH,0,0,0,0,0,0,0,0,0,0
6267,IGF1,0,0,0,0,0,0,0,2,0,1
6268,LINC00485,73,81,77,78,71,72,87,81,99,96
6269,PAH,0,0,0,0,0,0,0,0,0,0
6270,ASCL1,0,0,0,0,0,0,0,0,0,0
6271,LOC101929058,0,0,0,0,0,0,0,0,0,0
6272,C12orf42,4,0,0,2,1,1,0,1,0,1
6273,LOC101929084,0,0,0,0,0,0,0,0,0,0
6274,STAB2,8,0,0,8,7,7,11,15,4,0
6275,NT5DC3,14,541,106,111,32,95,103,163,88,39
6276,TTC41P,8,0,0,4,2,1,3,4,3,1
6277,HSP90B1,1305,790,757,2882,2201,1425,2721,2564,1456,2396
6278,MIR3652,0,0,0,0,0,0,0,0,0,0
6279,C12orf73,11,0,0,12,18,10,21,17,12,21
6280,TDG,361,145,528,468,586,544,540,493,477,707
6281,GLT8D2,3,0,0,3,4,3,4,5,5,3
6282,HCFC2,43,44,214,47,74,90,56,84,49,75
6283,NFYB,615,245,748,323,410,396,383,326,372,418
6284,TXNRD1,2265,1748,2815,4079,4165,4409,4209,4692,4096,4576
6285,EID3,39,52,26,48,45,11,24,9,10,21
6286,CHST11,2248,3306,2203,8238,8353,13384,12400,11836,10321,14408
6287,MIR3922,3,13,0,1,1,0,0,1,0,0
6288,SLC41A2,12,30,25,9,14,17,8,13,10,25
6289,C12orf45,17,27,4,3,3,1,0,0,0,3
6290,ALDH1L2,0,3,3,1,3,4,2,1,2,2
6291,LOC414300,0,0,0,1,1,2,3,0,1,0
6292,KIAA1033,2987,3025,2515,6665,6415,5690,5477,5955,4324,6136
6293,APPL2,1344,1164,1162,2040,2188,2486,2271,2386,2063,2857
6294,KCCAT198,3,2,1,2,0,0,0,0,0,0
6295,C12orf75,15,0,64,16,32,28,3,2,7,27
6296,CASC18,0,0,0,0,0,0,0,0,0,0
6297,NUAK1,8,0,0,0,0,4,1,0,1,1
6298,CKAP4,2419,5272,1715,8190,4612,7824,9614,6569,7774,6440
6299,TCP11L2,809,532,940,3195,3333,3309,1994,2846,1347,3665
6300,POLR3B,43,24,22,44,52,87,57,71,52,76
6301,LOC100287944,0,0,0,2,5,1,0,4,1,4
6302,RFX4,0,0,0,0,0,0,0,0,0,0
6303,LOC100505978,0,0,0,0,0,0,0,0,0,0
6304,RIC8B,23,0,31,12,34,37,22,20,14,54
6305,TMEM263,33,17,30,22,32,39,12,17,14,38
6306,MTERF2,177,303,125,140,132,164,177,186,125,210
6307,CRY1,49,110,108,76,109,112,51,110,52,183
6308,BTBD11,71,5,106,113,242,241,118,241,132,898
6309,PWP1,117,98,312,180,91,214,79,192,74,387
6310,PRDM4,205,234,299,737,612,777,714,704,274,1106
6311,LOC101929162,10,3,12,20,19,12,12,19,4,15
6312,ASCL4,0,0,0,0,0,0,0,0,0,0
6313,LOC728739,0,0,0,0,0,0,0,0,0,0
6314,WSCD2,0,0,0,0,0,0,0,0,0,0
6315,CMKLR1,5,0,0,14,21,26,2,1,6,27
6316,LINC01498,0,0,0,0,0,0,0,0,0,0
6317,FICD,32,0,31,43,62,65,67,68,62,92
6318,SART3,307,205,338,459,530,671,470,562,338,786
6319,ISCU,7122,7544,8538,2758,3182,3562,3553,3035,4151,4252
6320,TMEM119,117,362,112,340,255,90,170,343,388,715
6321,SELPLG,21446,47988,38435,37431,42341,56760,50971,61425,55880,46374
6322,MIR4496,0,24,1,4,1,2,3,0,3,0
6323,CORO1C,5117,3492,3880,7537,7856,7684,9144,6364,6378,7761
6324,SSH1,808,1566,891,3242,2326,3873,3730,4215,2108,3364
6325,MIR619,0,0,0,1,0,0,0,1,0,1
6326,DAO,0,0,0,0,0,0,0,0,0,0
6327,SVOP,8,0,5,2,0,3,1,4,5,4
6328,USP30,106,96,118,154,134,270,132,270,153,248
6329,USP30-AS1,10,95,21,10,11,10,3,8,8,11
6330,ALKBH2,24,0,19,3,5,2,0,1,0,7
6331,UNG,21,1,15,10,22,17,6,8,16,37
6332,ACACB,18,146,119,150,153,333,165,267,152,297
6333,FOXN4,0,0,0,1,0,0,0,0,0,0
6334,LINC01486,0,0,0,0,0,0,0,0,0,0
6335,MYO1H,14,0,9,13,14,7,8,13,7,9
6336,KCTD10,317,355,300,481,544,640,529,626,378,667
6337,UBE3B,586,605,628,1117,1461,1503,1139,1286,1095,1283
6338,MMAB,4,0,0,4,7,7,2,1,1,6
6339,MVK,10,0,16,12,11,7,14,44,16,21
6340,FAM222A,0,0,0,4,6,3,6,10,5,10
6341,FAM222A-AS1,0,0,0,0,0,0,0,0,0,0
6342,TRPV4,0,0,0,2,10,0,0,5,2,2
6343,MIR4497,0,0,0,0,0,0,0,0,0,0
6344,GLTP,1431,1660,1712,995,1419,1694,1582,1606,1368,1695
6345,TCHP,255,208,212,322,305,420,324,381,279,375
6346,GIT2,7398,6581,7425,9414,10372,10486,10452,9785,9357,9392
6347,ANKRD13A,7231,6209,6020,16270,18360,18559,19040,17209,17388,19483
6348,C12orf76,111,50,97,104,119,112,115,113,168,124
6349,IFT81,64,23,65,21,26,18,17,20,15,40
6350,ATP2A2,69,26,90,510,569,641,446,511,248,498
6351,ANAPC7,390,343,363,455,486,625,533,644,526,632
6352,ARPC3,26290,32613,39460,21388,21078,24367,21768,20516,33075,22923
6353,GPN3,274,397,471,174,294,191,82,162,230,264
6354,FAM216A,56,200,41,72,113,105,72,103,135,157
6355,VPS29,5719,4401,7982,1775,1744,1598,1528,1630,2205,1801
6356,RAD9B,23,0,3,10,15,10,16,17,27,10
6357,PPTC7,416,188,405,4069,4871,5085,3734,4167,2011,4789
6358,TCTN1,225,58,188,228,342,413,273,357,419,706
6359,HVCN1,3577,2998,5028,1775,3329,4832,3316,4127,4699,6983
6360,PPP1CC,2035,2092,2283,1985,3222,3573,3265,2864,3887,8109
6361,CCDC63,0,0,0,0,0,0,0,0,0,0
6362,MYL2,0,0,0,0,0,0,0,2,0,0
6363,LINC01405,0,0,0,0,0,0,0,0,0,0
6364,CUX2,0,0,0,0,0,5,0,0,0,4
6365,MIR6760,0,0,0,0,0,0,0,0,0,0
6366,FAM109A,5,3,0,4,24,25,7,4,7,9
6367,SH2B3,1605,864,1246,5255,7824,8453,6117,6448,6113,9439
6368,ATXN2,331,243,175,826,1005,1096,954,1043,859,1296
6369,BRAP,1144,1314,1072,1076,1228,1396,1322,1378,1177,1450
6370,ACAD10,315,215,224,381,455,515,425,525,330,610
6371,ALDH2,470,77,452,467,512,811,518,373,693,980
6372,MIR6761,0,0,0,0,0,0,0,1,1,0
6373,MAPKAPK5-AS1,103,67,179,53,62,91,52,100,108,151
6374,MAPKAPK5,104,0,131,161,171,228,186,216,134,283
6375,ADAM1A,61,12,12,34,63,45,23,49,36,59
6376,TMEM116,5,7,116,10,24,23,9,17,14,18
6377,ERP29,739,855,656,485,686,677,711,509,632,863
6378,NAA25,74,1,78,34,57,39,28,23,31,33
6379,MIR3657,0,0,0,0,1,0,0,0,0,0
6380,TRAFD1,5868,4388,7183,4683,5948,5342,5417,6098,5108,3607
6381,HECTD4,312,369,226,993,867,1215,860,1176,413,1130
6382,MIR6861,1,0,1,1,1,0,0,0,0,0
6383,RPL6,1104,1745,1236,1165,1717,2183,1414,1369,1625,2420
6384,PTPN11,489,244,416,921,1214,1273,1131,1292,686,1334
6385,MIR1302-1,0,0,0,0,0,0,0,0,0,0
6386,RPH3A,90,0,29,641,88,10,285,195,219,36
6387,OAS1,17115,491,9030,1097,832,139,921,197,453,278
6388,OAS3,8960,344,2549,6782,3908,1081,4629,1415,1760,2014
6389,OAS2,4980,237,1753,2008,1132,288,1029,228,437,483
6390,DTX1,3,0,0,9,4,5,1,1,1,3
6391,RASAL1,0,0,0,0,0,0,0,0,0,1
6392,CCDC42B,0,0,0,0,3,1,0,0,0,0
6393,DDX54,7,9,24,24,75,76,32,31,27,90
6394,MIR7106,0,0,0,0,0,0,0,0,0,0
6395,RITA1,15,65,9,14,40,39,32,23,24,55
6396,IQCD,4,0,0,1,2,1,0,0,0,0
6397,TPCN1,42,151,43,75,157,165,96,72,54,177
6398,MIR6762,0,0,0,1,0,0,0,0,0,0
6399,SLC8B1,602,919,367,1820,1676,2086,2335,2391,2117,2560
6400,PLBD2,0,0,0,17,45,48,19,19,21,52
6401,SDS,8,0,0,0,0,0,0,0,0,0
6402,SDSL,0,0,0,0,3,1,0,0,1,1
