Gene
LOC105375604
FHIP1B
IQCM
CCNP
AKR1C8
TMEM121B
LOC107984004
NDUFAF8
LOC105373146
LOC107987292
PHAF1
MYL11
TMEM272
COPS9
LOC105375012
OR4E1
H2BC18
BLTP1
LOC102724594
PRXL2C
MICOS13
TMEM35A
UQCC5
TEX45
RTL10
INTS6L
TTLL8
PTPA
LOC107984203
SARS1
LOC102724250
TEX55
CFAP410
GASK1A
SEPTIN4
CCDC197
LOC107983989
USF3
DRC3
ACP7
RTL8A
H4C2
TENT5A
TBC1D7-LOC100130357
ILRUN
PSME3IP1
FAM234B
RMC1
CEP43
SHFL
CCDC163
CCDC194
H2BC8
ITPRID1
PRRC2B
TCP11X1
DOP1B
LOC107987235
PIERCE1
TEPSIN
TRARG1
RIOX1
H3C14
SKIC2
ETDC
PPDPFL
SELENOS
H3C2
GUCY1A1
MCUB
ZNF66
BORCS8
ND6
ERFL
TOGARAM1
SPG7
MARCHF2
F8A1
ABHD18
LOC102724813
PPIAL4D
MATCAP1
LOC102723553
SMIM47
OMG
AFG1L
BICRA
C8orf44-SGK3
CARMIL2
LOC105369787
MIX23
CROCC2
GARIN5B
CCN1
HYCC1
H2AC18
EEF1AKMT2
TGIF2-RAB5IF
TAFA1
CENPVL1
NPY4R2
LOC112268044
TASL
YJU2B
TSBP1
LOC102724207
SPDYE15
LOC105375434
WHRN
ATP5PO
METTL26
PWWP3A
LOC107984876
CCDC198
SRPRA
TARS1
ATP5IF1
FNDC11
GET1
LOC100652777
YJU2
FAM241B
MTRFR
LOC105375817
C13orf46
CCDC192
CPHXL
SEPTIN14
CCDC92B
LOC102723502
FBH1
ZC3H11C
SELENOH
ECPAS
FAM236B
INSYN2A
LOC105376722
DEFB109B
NARS1
PHB1
H2AB1
LOC107986675
ERFE
KLHL23
ABRAXAS1
H3C12
TCIM
PPP1R2B
MACROH2A2
LOC102724023
CTAGE4
LOC105374298
FYB1
H2AC6
JAML
TEX44
AJM1
PPP1R2C
GOLGA6L7
SPDYE16
RTL9
LOC441239
CNPY3-GNMT
RNF227
CCN5
MACROH2A1
PACC1
FMC1-LUC7L2
H4C7
PHETA2
INTS14
NKAPD1
PLPP2
LOC112268317
STMP1
RIOX2
LOC105376714
NUPR2
DYNLT2
CFAP299
MYMX
SINHCAF
HAPSTR1
RIDA
CALHM6
MRM3
ELAPOR2
IQANK1
CFAP206
TENT4A
NECTIN4
KHDC4
H2BC12
RFLNB
ZNF664-RFLNA
NRDC
GGTLC3
H2AC15
DMAC2L
CFAP210
H4C8
PRAMEF27
DISP3
TEX13C
EFL1
ATP5F1A
LOC107984638
RADX
LRRC53
LOC105371932
BRD3OS
LDAF1
PGAP6
ATP5MF-PTCD1
EEF1AKMT1
MRTFA
LOC105371206
LOC105375816
H3C3
ALKAL1
OOSP4B
ATP5MGL
MMUT
GPR75-ASB3
SMIM26
H3C15
WASHC3
CCDC196
LOC112268437
BICRAL
TBC1D3D
OR14K1
TEDC2
LOC112694756
NCBP2AS2
H2AC16
TLE5
ZNG1F
PYDC5
TPTEP2-CSNK1E
COP1
TCEAL6
CAVIN3
DYNC2I2
CHCT1
CGB3
PCNX2
LOC730098
GTPBP10
TASOR
MINDY4
LOC112268145
SPEM2
RACK1
PIERCE2
C1orf232
H2AC8
OR8U3
MCL1
ZNRD2
LYNX1-SLURP2
CFAP97D1
TBCE
LOC105375107
LOC101929805
DNAAF11
DIPK2A
STRIT1
DPEP2NB
YARS1
OSBPL2
VSIR
DGLUCY
PRR23E
TBC1D7
SMIM40
GPR42
ECRG4
SELENON
PHETA1
H2AJ
LOC105372204
LOC101929937
BNIP5
LOC100653133
SANBR
ATP6
COQ8B
ATP5F1B
LOC101929627
SRARP
CLBA1
LY6L
OR10AC1
LOC105379561
GARIN6
H3C10
PRRT1B
LEXM
PALS2
ODR4
ABITRAM
TAFA2
OGA
RIPOR3
JHY
CTXND2
TERB1
TMEM273
EOLA1
DEFB131A
OR4Q2
H2AC13
H2AC12
DENND2B
ATP5MG
CILK1
YAE1
TRAPPC14
NIBAN1
CARD19
CYTB
ATP6V1FNB
JPT2
IRAG2
CMKLR2
LOC107987236
MARCOL
SMIM41
CRACDL
UTP25
CRACD
ANO5
LOC107984890
ELOA
LOC105373102
LARGE2
ADSS1
H3-5
LOC102724014
NOTCH2NLC
PJVK
H3-4
ELOC
ZNF722
SELENOW
SQOR
CCN3
LHFPL6
LOC107983983
ETFRF1
ARHGAP11A-SCG5
LOC107987269
GUCA1ANB
OOSP1
PPIAL4C
RTL3
CLTRN
CFAP92
ZFTRAF1
LRMDA
EZHIP
CBLL2
ZNG1B
AFDN
H2BC21
OR52E5
TRMO
CTXND1
SPDYE14
CBY2
BMERB1
CFAP73
CIBAR1
MARCHF3
LOC105377015
ELOB
CCDC39
NCBP3
LOC112268307
MRNIP
LOC107987288
COX3
SLC66A3
H2BC3
LOC100996598
SELENOF
PLAAT2
NPIPB3
DIPK1A
NIPSNAP2
REELD1
EPOP
CYREN
EIPR1
IFTAP
ERVFC1
PRAG1
PLPBP
OR10G6
CFAP298-TCP10L
RTL6
H2AX
SPINDOC
MATCAP2
CCDC191
NEXMIF
ZFTA
KLF18
H2AC21
LOC102724652
P3R3URF
PCARE
HIKESHI
KYAT1
SEM1
OR11H7
NSD3
MYORG
H4C9
HPF1
PLPPR4
SEPTIN9
LOC105370092
PRAMEF18
ATP5MC3
OBI1
RIPOR2
ARMH3
ALKAL2
LOC101927375
NOMO2
PALM2AKAP2
CFAP141
LOC112268080
FLACC1
ND5
GET1-SH3BGR
SEPTIN8
STYXL2
ZNG1E
H2AC25
SLCO1B3-SLCO1B7
H4C1
NUDT4B
OR2J1
CCDC187
TEX50
DLEU7
LOC107986372
SYT15B
CCDC9B
ATP5F1C
ALPG
VXN
CFAP97D2
MEIOC
PRAMEF33
MMAA
NOTCH2NLB
OR4N4C
LOC102723996
GAREM1
CENPX
LOC107985043
ATF7-NPFF
XNDC1N
H4C4
DERPC
HYCC2
FOXO6
LOC102724485
VEGFD
ARHGAP11B
LOC102725191
TAS2R14
SOD2
TMEM270
CENATAC
SEPTIN11
H2BW1
NBDY
SELENOO
H4C6
DARS1
PEDS1-UBE2V1
GGTA1
DNAI7
KASH5
LBHD2
DEFB130B
SGO2
TENT5B
DNAI3
RETREG3
COX1
HDHD5
SELENOT
SPADH
IQCN
ELAPOR1
MFSD4A
ATP5PD
SEPTIN1
CNOT9
LOC105373989
LOC105379198
GON7
CFAP418
H2AZ2
LOC105375112
H3Y2
EXOC1L
ZNF117
MMP24-AS1-EDEM2
CNTNAP3C
SEPTIN7
H2AC1
FAM237A
HSFX4
MFSD13A
PTGR3
BLTP3A
TLCD5
HOMEZ
SELENOP
RTL8B
BUD23
TEX47
TEX48
CSTPP1
SMIM33
NEPRO
PLPPR5
CFAP68
LOC105378148
MINAR2
DNAAF6
TMEM131L
CRYZL2P-SEC16B
BORCS8-MEF2B
PLAAT5
C10orf143
LOC107985876
NTAQ1
ARMH1
ZNF875
IRAG1
LYSET
PIP4P2
PIP4P1
FAM174C
MIDEAS
CFAP91
OR5AL1
AKAIN1
LOC105377864
METTL25B
VSIG10L2
MACO1
FAM234A
MINDY2
MACIR
SETDB2-PHF11
LOC105371216
NSD2
DEFB130A
PLPP1
LOC105379554
PEDS1
CSKMT
BMAL1
ZNF660-ZNF197
SELENOM
H4C13
ATP5PB
QARS1
H2AB2
GK3
CIAO3
MSANTD5
PLAAT1
TMEM269
H1-2
BPNT2
EEF1AKMT4-ECE2
PLPP5
CDIN1
SPOUT1
MS4A4E
WASHC4
EOLA2
ATP23
H1-7
ATOSB
MISP3
EMSY
LRATD2
NAXD
PCNX4
BBLN
RAB6D
ABCF2-H2BK1
EEF1AKMT3
ZSCAN5C
CARMIL3
UFD1
H2AC20
NAA80
CENPS
FDX2
LOC101927345
LOC102724428
CATSPERZ
LOC112268076
TBC1D3G
LOC107984126
PLPP3
LOC102723655
BORCS5
CCN4
HTD2
POLR2J3
LOC102723728
STIMATE
LOC105369591
CYRIA
CRYBG1
SPDYE8
CIAO2B
H3C11
MAJIN
CFAP298
DEUP1
LOC112268186
CCDC190
TAFA3
TIMM29
SHLD1
GATD3
MINDY3
TRMT9B
MYOCOS
DMAC2
TMEM275
LOC107986800
TLCD3B
SPATA48
ADA2
H2BC14
ZDHHC11B
SHLD2
H1-10
UBE2L5
CSAG2
MRPL58
PCLAF
DUS4L-BCAP29
CAVIN1
CPLANE2
MARCHF8
ATP5MK
PPP4R3C
HOATZ
SPDYE13
LOC102724159
REXO5
MARCHF1
NOTCH2NLA
PAK5
HASPIN
LOC105378571
LOC107986012
CCN2
COX2
ARMCX5-GPRASP2
TUT4
KMT5B
FYB2
PRELID3A
SHLD3
LOC105377805
H3C6
BBOF1
MESD
NUP58
H2BC26
JCAD
ACP4
C1QTNF12
LRTOMT
EPRS1
SEPTIN3
ABTB3
TLNRD1
DIPK1C
GASK1B
BOLA2-SMG1P6
ANTKMT
GFUS
LOC105379473
TENT5D
HDGFL3
GUCY1B1
MTARC2
SLC49A3
HROB
H3C13
UPK3BL2
PALS1
MINDY4B
LOC102724200
GARIN2
H2BC1
LOC112268458
WASHC2A
KMT5A
PUDP
PLPP6
HJV
CABCOCO1
USP9Y
PNMA8B
H2AP
GARS1
GRAMD2A
OTULINL
LOC105369669
CFAP107
LORICRIN
LOC100533997
LOC101059915
DNAAF4
LOC107984449
STUM
ZNF765-ZNF761
H2AC11
ARHGAP45
MEIOSIN
LY6G6F-LY6G6D
NIBAN2
CAVIN4
RUBCN
DEPP1
CCDC200
LOC400499
H2AB3
PRR20G
SPEGNB
MTSS2
KNL1
FAM187A
SHOC1
SUMF1
OPRPN
NLRP2B
GPR15LG
CGAS
ETDA
TMEM267
IARS1
BMT2
KIRREL1
NFILZ
H3-3A
ENTR1
MBD3L2B
LOC107984956
H4C5
ANKRD40CL
NANOGP8
RIMOC1
TMEM238L
FHIP2B
DCAF1
LARGE1
LOC647264
DIPK1B
ARSL
DYNLT5
MEAK7
ERG28
INAVA
NPIPB12
CEMIP2
MINDY1
GCNA
BRME1
LOC107986373
PGBD3
KIFBP
CATSPERE
SPACA6
ATOSA
CD8B2
INSYN1
SPART
SCPPPQ1
LOC105375947
LIMS4
LOC102723407
NBPF19
SMIM28
BEX3
CEP20
PRKN
NUTM2E
SEPTIN10
DYNLT2B
TMEM94
SLC49A4
TUT7
METTL27
RAMAC
PEAK3
PPIAL4H
OR10D3
LOC105378149
MARCHF7
ETFBKMT
ARMH2
NHERF1
SELENOI
DUSP29
LOC102723475
LOC102724474
DOP1A
NTMT2
ABRAXAS2
LOC102724334
LOC102723451
LOC107985303
CTAGE8
LOC101929614
MAIP1
VARS1
H4C12
LOC112268070
INTS15
CYRIB
H2AC17
INKA2
TENT2
TARS3
MRTFB
SHISAL2B
TEKTIP1
LOC105379417
DMAC1
FAM200C
MOSMO
PABIR2
ATP5MJ
CASTOR2
NOP53
MICOS10-NBL1
PYCR3
NALF1
ODAPH
H1-0
MTLN
C4orf50
DUXB
AARS1
H1-1
KAT14
ODAD3
TLE7
H2BC6
SPATA46
LOC102723532
PUM3
EEIG1
BLTP2
SPAAR
CRYBG2
GLYATL1B
GOLGA8Q
TSPOAP1
SMIM43
KARS1
TESMIN
TEDC1
UGT1A3
STPG4
CNMD
ELOA2
SPDYE17
TLCD4-RWDD3
SERTM2
GJE1
TAFA4
CENPS-CORT
VIRMA
DNAI4
BUB1B-PAK6
NHERF2
QTRT2
H2BC7
CFAP300
LOC107987004
H2AC7
NBPF26
H2BC10
MFSD14B
ANGPTL8
ND4
ELP1
ODAD2
MARF1
GALNT17
RBIS
ADGRF2
PLPPR3
TRIR
LOC105373397
MIGA1
LOC100286986
THAP12
FAM53C
H4C15
TMEM250
CPLANE1
H1-8
H3C8
VPS35L
LOC112267968
MARCHF9
TEX49
POLR1F
EEIG2
GOLGA6L24
DENND11
FAM166C
SPRING1
PLAAT3
ND3
SEPTIN2
TAMALIN
SGF29
H3-7
TEX51
TARP
LOC101930434
SLC66A2
H2BC9
ADSS2
LOC107985729
ATP5F1E
ATP5MF
PRH1-TAS2R14
H2BC17
FAM240C
MAP3K20
H1-3
NBL1
CRAMP1
PAK6
LOC105376335
LOC105374355
LOC107983958
F8A2
LOC102724971
TCEAL9
LOC112268260
MRE11
H1-5
GRAMD2B
TMEM271
TP53TG3F
H3C7
ZNG1A
MSANTD3-TMEFF1
CFAP161
KRBOX5
TASOR2
LINS1
SELENOV
LOC105379199
LNPK
ORAI1
SHISAL2A
OPN1MW3
RESF1
DELE1
MARCHF11
LOC102724877
MAP3K21
SMIM34
SNORC
LOC105378947
ACOD1
GPRASP3
PYM1
CIAO2A
MFSD4B
KYAT3
FAM90A10
CYBC1
CFAP77
MTREX
RTL8C
POU2AF2
H2AC4
PCNX3
CFAP276
PAXX
MUC8
H2AC14
INTS13
TAFA5
LOC107986837
PCNX1
FAM236C
NHERF4
H2AC19
POLR1H
CD300H
POU2AF3
MYMK
MINAR1
GREP1
H1-4
OR14A2
WASHC2C
H2BC11
FAM240A
TERB2
ODAD1
CLXN
ARPIN-AP3S2
STPG3
H2BC4
CIROP
SMIM36
MTARC1
PABIR1
SMIM29
ATP5MC1
H4C14
KMT5C
TTLL13
WARS1
PLPP7
CARMIL1
LOC105373071
LOC105372073
SMIM35
LOC102724183
MPIG6B
CCDC32
GNG14
ADGRD2
LOC105374341
GSTT4
FMC1
H2AZ1
SPEM3
TMEM266
FHIP2A
STEEP1
ASDURF
ZNF723
FCGR2C
KLRC4-KLRK1
NALF2
MCRIP2
KICS2
LOC101060588
TMEM268
NECTIN2
POGLUT2
NSG2
LOC105379585
LOC107987042
LY6S
LOC107985567
LOC112268170
SPACDR
JPT1
GRK3
OR12D1
DNAAF9
LOC105373091
FHIP1A
LOC102723713
BICDL2
LOC105379278
SLC66A1
COA8
PVALEF
FCSK
ZSWIM9
MEF2B
ATPSCKMT
ND4L
BORCS7
INTS11
RXYLT1
C13orf42
BCLAF3
NT5DC4
GARIN5A
POGLUT3
SLX9
DEFB131B
CIP2A
RIPOR1
FAM90A26
LOC102723382
PRXL2A
LOC105375116
TEX53
MARCHF4
HARS1
LOC101929601
ERVK3-1
UTP4
MUCL3
UQCC4
FAM153B
CFAP20DC
RSKR
RARS1
ANKRD18A
LOC728392
PRORP
LOC102724197
LOC107986860
FAM237B
UGT1A5
ENTREP3
H2BW2
UQCC6
OR4Q3
REX1BD
PNMA8A
PGGHG
LRATD1
TMEM225B
TLCD4
PLAAT4
H2BK1
VN1R3
H2BC12L
ENTREP1
MYG1
CALHM4
ZNF883
RHEX
LOC105371253
SPDYE18
CFAP100
G6PC1
MMP24OS
CFAP95
WDR97
RTL4
H4C11
ATP5MC2
GSDME
C4orf54
PABIR3
TWNK
CFAP90
C20orf204
LLCFC1
BMAL2
RPSA2
SCNM1
ZUP1
CALHM5
PRELID3B
LINC02210-CRHR1
ITPRID2
C2orf92
WASHC5
GBA1
SMIM38
PLPPR1
RELCH
LOC102724117
CZIB
KATNIP
TAFAZZIN
INKA1
ATP5PF
PLPP4
ZC3H11B
P3R3URF-PIK3R3
BICDL1
TOMM70
TEX46
OR4C5
RETREG2
GATD1
SGO1
SEPTIN6
FAM236A
GARIN1A
OR4K3
EDDM13
CFAP65
RTRAF
MFSD14A
LOC105372704
ACTMAP
SPDYE10
ZNF724
PIMREG
HEXD
LARS1
LITAFD
EEF1AKMT4
NSMCE3
SMIM30
CIBAR2
SHISAL1
FAM98A
LOC102724052
SDR42E2
PRXL2B
CFAP251
INSYN2B
HSFX3
ETDB
FBXW10B
OR2T7
SMIM45
EIF2S3B
ERBIN
H3C4
OR10J4
RETREG1
TEX52
MARS1
NIBAN3
MRM2
TUBB8B
ND2
CENPVL3
TMEM35B
OR52E1
ZNF470-DT
OR2C3
SMIM27
H1-6
GVQW3
NUP42
GOLGA6L25
GARIN4
NECTIN1
H2BC13
TENT5C
TP53TG3E
WASHC1
